"bat1","bat2","dyad","kinship","site1","site2","colony1","colony2"
"ccc","betty","betty_ccc",NA,"tole","tole","2017-colony","2019-colony"
"ccc","black-panther","black-panther_ccc",NA,"tole","tole","2017-colony","2017-colony"
"ccc","c","c_ccc",0.4087,"tole","tole","2017-colony","2017-colony"
"ccc","captain-america","captain-america_ccc",NA,"tole","tole","2017-colony","2017-colony"
"ccc","cat","cat_ccc",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","cc","cc_ccc",0.0562,"tole","tole","2017-colony","2017-colony"
"ccc","ccs","ccc_ccs",0.1501,"tole","tole","2017-colony","2017-colony"
"ccc","cd","ccc_cd",0.147,"tole","tole","2017-colony","2017-colony"
"ccc","cerce","ccc_cerce",0,"tole","zoo","2017-colony","2014-colony"
"ccc","cerceson","ccc_cerceson",0,"tole","zoo","2017-colony","2014-colony"
"ccc","cindy","ccc_cindy",NA,"tole","tole","2017-colony","2019-colony"
"ccc","countess","ccc_countess",0,"tole","zoo","2017-colony","2014-colony"
"ccc","cs","ccc_cs",0,"tole","tole","2017-colony","2017-colony"
"ccc","csc","ccc_csc",0.2639,"tole","tole","2017-colony","2017-colony"
"ccc","d","ccc_d",NA,"tole","tole","2017-colony","2019-colony"
"ccc","daredevil","ccc_daredevil",NA,"tole","tole","2017-colony","2017-colony"
"ccc","dcd","ccc_dcd",0.2488,"tole","tole","2017-colony","2017-colony"
"ccc","dd","ccc_dd",0.2064,"tole","tole","2017-colony","2017-colony"
"ccc","ddd","ccc_ddd",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","ddld","ccc_ddld",0.1677,"tole","tole","2017-colony","2017-colony"
"ccc","desi","ccc_desi",0,"tole","zoo","2017-colony","2014-colony"
"ccc","dos","ccc_dos",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","dr","ccc_dr",0,"tole","tole","2017-colony","2017-colony"
"ccc","dr-strange","ccc_dr-strange",NA,"tole","tole","2017-colony","2017-colony"
"ccc","ds","ccc_ds",0,"tole","tole","2017-colony","2017-colony"
"ccc","esther","ccc_esther",NA,"tole","tole","2017-colony","2019-colony"
"ccc","eve","ccc_eve",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","falcon","ccc_falcon",NA,"tole","tole","2017-colony","2017-colony"
"ccc","flapper","ccc_flapper",0,"tole","zoo","2017-colony","2014-colony"
"ccc","fran","ccc_fran",NA,"tole","tole","2017-colony","2019-colony"
"ccc","fuschia","ccc_fuschia",0,"tole","zoo","2017-colony","2014-colony"
"ccc","gayle","ccc_gayle",NA,"tole","tole","2017-colony","2019-colony"
"ccc","gelfing","ccc_gelfing",0,"tole","zoo","2017-colony","2014-colony"
"ccc","green-arrow","ccc_green-arrow",NA,"tole","tole","2017-colony","2017-colony"
"ccc","gremlin","ccc_gremlin",0,"tole","zoo","2017-colony","2014-colony"
"ccc","helsing","ccc_helsing",0,"tole","zoo","2017-colony","2014-colony"
"ccc","hera","ccc_hera",NA,"tole","tole","2017-colony","2019-colony"
"ccc","hilga","ccc_hilga",0,"tole","tole","2017-colony","2017-colony"
"ccc","houdini","ccc_houdini",0,"tole","zoo","2017-colony","2014-colony"
"ccc","hulk","ccc_hulk",NA,"tole","tole","2017-colony","2017-colony"
"ccc","irma","ccc_irma",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","iron-man","ccc_iron-man",NA,"tole","tole","2017-colony","2017-colony"
"ccc","ivy","ccc_ivy",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","jenna-bat","ccc_jenna-bat",0,"tole","gamboa","2017-colony","2017-colony"
"ccc","jupiter","ccc_jupiter",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","kelly","ccc_kelly",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","ldc","ccc_ldc",0.018,"tole","tole","2017-colony","2017-colony"
"ccc","lds","ccc_lds",0.0194,"tole","tole","2017-colony","2017-colony"
"ccc","lilith","ccc_lilith",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","lily","ccc_lily",0,"tole","zoo","2017-colony","2014-colony"
"ccc","lilyson","ccc_lilyson",0,"tole","zoo","2017-colony","2014-colony"
"ccc","lsd","ccc_lsd",0,"tole","tole","2017-colony","2017-colony"
"ccc","lucy","ccc_lucy",0,"tole","zoo","2017-colony","2014-colony"
"ccc","lucyson","ccc_lucyson",0,"tole","zoo","2017-colony","2014-colony"
"ccc","mabel","ccc_mabel",NA,"tole","tole","2017-colony","2019-colony"
"ccc","marce","ccc_marce",0,"tole","zoo","2017-colony","2014-colony"
"ccc","maribelo","ccc_maribelo",0,"tole","zoo","2017-colony","2014-colony"
"ccc","mina","ccc_mina",0,"tole","zoo","2017-colony","2014-colony"
"ccc","mya","ccc_mya",0,"tole","zoo","2017-colony","2014-colony"
"ccc","no-band","ccc_no-band",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","ola","ccc_ola",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","opal","ccc_opal",0,"tole","chorrera","2017-colony","2019-colony"
"ccc","piper","ccc_piper",0,"tole","chorrera","2017-colony","2019-colony"
"ccc","pixus","ccc_pixus",0,"tole","zoo","2017-colony","2014-colony"
"ccc","queen","ccc_queen",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","r","ccc_r",0,"tole","tole","2017-colony","2017-colony"
"ccc","rc","ccc_rc",0.0753,"tole","tole","2017-colony","2017-colony"
"ccc","rina","ccc_rina",0,"tole","chorrera","2017-colony","2019-colony"
"ccc","s","ccc_s",0.2104,"tole","tole","2017-colony","2017-colony"
"ccc","sam1","ccc_sam1",0,"tole","chilibre","2017-colony","2017-colony"
"ccc","sam2","ccc_sam2",0,"tole","chilibre","2017-colony","2017-colony"
"ccc","sam5","ccc_sam5",0,"tole","chilibre","2017-colony","2017-colony"
"ccc","sam6","ccc_sam6",0,"tole","chilibre","2017-colony","2017-colony"
"ccc","sam7","ccc_sam7",0,"tole","chilibre","2017-colony","2017-colony"
"ccc","sc","ccc_sc",0.2074,"tole","tole","2017-colony","2017-colony"
"ccc","scc","ccc_scc",NA,"tole","tole","2017-colony","2017-colony"
"ccc","scs","ccc_scs",NA,"tole","tole","2017-colony","2019-colony"
"ccc","sd","ccc_sd",0,"tole","tole","2017-colony","2017-colony"
"ccc","shania","ccc_shania",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","sheldon","ccc_sheldon",0,"tole","zoo","2017-colony","2014-colony"
"ccc","six","ccc_six",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","snow","ccc_snow",0,"tole","zoo","2017-colony","2014-colony"
"ccc","son-of-ola","ccc_son-of-ola",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","sonofzaria","ccc_sonofzaria",0,"tole","zoo","2017-colony","2014-colony"
"ccc","speedster","ccc_speedster",0,"tole","zoo","2017-colony","2014-colony"
"ccc","spiderman","ccc_spiderman",NA,"tole","tole","2017-colony","2017-colony"
"ccc","ss","ccc_ss",0.181,"tole","tole","2017-colony","2017-colony"
"ccc","sss","ccc_sss",0.1588,"tole","tole","2017-colony","2017-colony"
"ccc","streblick","ccc_streblick",0,"tole","zoo","2017-colony","2014-colony"
"ccc","tes","ccc_tes",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","thecount","ccc_thecount",0,"tole","zoo","2017-colony","2014-colony"
"ccc","tiffany","ccc_tiffany",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccc","toast","ccc_toast",NA,"tole","tole","2017-colony","2019-colony"
"ccc","una","ccc_una",0,"tole","las.pavas","2017-colony","2017-colony"
"ccc","vampirella","ccc_vampirella",0,"tole","zoo","2017-colony","2014-colony"
"ccc","vampison","ccc_vampison",0,"tole","zoo","2017-colony","2014-colony"
"ccc","veronica","ccc_veronica",0,"tole","zoo","2017-colony","2014-colony"
"ccc","vixen","ccc_vixen",0,"tole","chorrera","2017-colony","2019-colony"
"ccc","vlad","ccc_vlad",0,"tole","zoo","2017-colony","2014-colony"
"ccc","war-machine","ccc_war-machine",NA,"tole","tole","2017-colony","2017-colony"
"ccc","whimsey","ccc_whimsey",0,"tole","zoo","2017-colony","2014-colony"
"ccc","winona","ccc_winona",0,"tole","chorrera","2017-colony","2019-colony"
"ccc","zaria","ccc_zaria",0,"tole","zoo","2017-colony","2014-colony"
"ccc","zarison","ccc_zarison",0,"tole","zoo","2017-colony","2014-colony"
"ccc","zelda","ccc_zelda",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","alicia","alicia_ccs",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","bat1","bat1_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bat2","bat2_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bat3","bat3_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bat4","bat4_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bat5","bat5_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bat6","bat6_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bat7","bat7_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","bella","bella_ccs",0,"tole","zoo","2017-colony","2014-colony"
"ccs","betty","betty_ccs",NA,"tole","tole","2017-colony","2019-colony"
"ccs","black-panther","black-panther_ccs",NA,"tole","tole","2017-colony","2017-colony"
"ccs","c","c_ccs",0.2382,"tole","tole","2017-colony","2017-colony"
"ccs","captain-america","captain-america_ccs",NA,"tole","tole","2017-colony","2017-colony"
"ccs","cat","cat_ccs",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","cc","cc_ccs",0.2151,"tole","tole","2017-colony","2017-colony"
"ccs","ccc","ccc_ccs",0.1501,"tole","tole","2017-colony","2017-colony"
"ccs","cd","ccs_cd",0.3245,"tole","tole","2017-colony","2017-colony"
"ccs","cerce","ccs_cerce",0,"tole","zoo","2017-colony","2014-colony"
"ccs","cerceson","ccs_cerceson",0,"tole","zoo","2017-colony","2014-colony"
"ccs","cindy","ccs_cindy",NA,"tole","tole","2017-colony","2019-colony"
"ccs","countess","ccs_countess",0,"tole","zoo","2017-colony","2014-colony"
"ccs","cs","ccs_cs",0.2818,"tole","tole","2017-colony","2017-colony"
"ccs","csc","ccs_csc",0.2387,"tole","tole","2017-colony","2017-colony"
"ccs","d","ccs_d",NA,"tole","tole","2017-colony","2019-colony"
"ccs","daredevil","ccs_daredevil",NA,"tole","tole","2017-colony","2017-colony"
"ccs","dcd","ccs_dcd",0.4415,"tole","tole","2017-colony","2017-colony"
"ccs","dd","ccs_dd",0.1296,"tole","tole","2017-colony","2017-colony"
"ccs","ddd","ccs_ddd",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","ddld","ccs_ddld",0.0383,"tole","tole","2017-colony","2017-colony"
"ccs","desi","ccs_desi",0,"tole","zoo","2017-colony","2014-colony"
"ccs","dos","ccs_dos",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","dr","ccs_dr",0.285,"tole","tole","2017-colony","2017-colony"
"ccs","dr-strange","ccs_dr-strange",NA,"tole","tole","2017-colony","2017-colony"
"ccs","ds","ccs_ds",0.2573,"tole","tole","2017-colony","2017-colony"
"ccs","esther","ccs_esther",NA,"tole","tole","2017-colony","2019-colony"
"ccs","eve","ccs_eve",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","falcon","ccs_falcon",NA,"tole","tole","2017-colony","2017-colony"
"ccs","flapper","ccs_flapper",0,"tole","zoo","2017-colony","2014-colony"
"ccs","fran","ccs_fran",NA,"tole","tole","2017-colony","2019-colony"
"ccs","fuschia","ccs_fuschia",0,"tole","zoo","2017-colony","2014-colony"
"ccs","gayle","ccs_gayle",NA,"tole","tole","2017-colony","2019-colony"
"ccs","gelfing","ccs_gelfing",0,"tole","zoo","2017-colony","2014-colony"
"ccs","green-arrow","ccs_green-arrow",NA,"tole","tole","2017-colony","2017-colony"
"ccs","gremlin","ccs_gremlin",0,"tole","zoo","2017-colony","2014-colony"
"ccs","helsing","ccs_helsing",0,"tole","zoo","2017-colony","2014-colony"
"ccs","hera","ccs_hera",NA,"tole","tole","2017-colony","2019-colony"
"ccs","hilga","ccs_hilga",0.1585,"tole","tole","2017-colony","2017-colony"
"ccs","houdini","ccs_houdini",0,"tole","zoo","2017-colony","2014-colony"
"ccs","hulk","ccs_hulk",NA,"tole","tole","2017-colony","2017-colony"
"ccs","irma","ccs_irma",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","iron-man","ccs_iron-man",NA,"tole","tole","2017-colony","2017-colony"
"ccs","ivy","ccs_ivy",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","jenna-bat","ccs_jenna-bat",0,"tole","gamboa","2017-colony","2017-colony"
"ccs","jupiter","ccs_jupiter",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","kelly","ccs_kelly",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","ldc","ccs_ldc",0.3331,"tole","tole","2017-colony","2017-colony"
"ccs","lds","ccs_lds",0.1247,"tole","tole","2017-colony","2017-colony"
"ccs","lilith","ccs_lilith",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","lily","ccs_lily",0,"tole","zoo","2017-colony","2014-colony"
"ccs","lilyson","ccs_lilyson",0,"tole","zoo","2017-colony","2014-colony"
"ccs","lsd","ccs_lsd",0.0503,"tole","tole","2017-colony","2017-colony"
"ccs","lucy","ccs_lucy",0,"tole","zoo","2017-colony","2014-colony"
"ccs","lucyson","ccs_lucyson",0,"tole","zoo","2017-colony","2014-colony"
"ccs","mabel","ccs_mabel",NA,"tole","tole","2017-colony","2019-colony"
"ccs","marce","ccs_marce",0,"tole","zoo","2017-colony","2014-colony"
"ccs","maribelo","ccs_maribelo",0,"tole","zoo","2017-colony","2014-colony"
"ccs","mina","ccs_mina",0,"tole","zoo","2017-colony","2014-colony"
"ccs","mya","ccs_mya",0,"tole","zoo","2017-colony","2014-colony"
"ccs","no-band","ccs_no-band",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","ola","ccs_ola",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","opal","ccs_opal",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","piper","ccs_piper",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","pixus","ccs_pixus",0,"tole","zoo","2017-colony","2014-colony"
"ccs","queen","ccs_queen",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","r","ccs_r",0.0596,"tole","tole","2017-colony","2017-colony"
"ccs","rc","ccs_rc",0.3562,"tole","tole","2017-colony","2017-colony"
"ccs","rina","ccs_rina",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","s","ccs_s",0,"tole","tole","2017-colony","2017-colony"
"ccs","sam1","ccs_sam1",0,"tole","chilibre","2017-colony","2017-colony"
"ccs","sam2","ccs_sam2",0,"tole","chilibre","2017-colony","2017-colony"
"ccs","sam5","ccs_sam5",0,"tole","chilibre","2017-colony","2017-colony"
"ccs","sam6","ccs_sam6",0,"tole","chilibre","2017-colony","2017-colony"
"ccs","sam7","ccs_sam7",0,"tole","chilibre","2017-colony","2017-colony"
"ccs","sc","ccs_sc",0.328,"tole","tole","2017-colony","2017-colony"
"ccs","scc","ccs_scc",NA,"tole","tole","2017-colony","2017-colony"
"ccs","scs","ccs_scs",NA,"tole","tole","2017-colony","2019-colony"
"ccs","sd","ccs_sd",0.0544,"tole","tole","2017-colony","2017-colony"
"ccs","shania","ccs_shania",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","sheldon","ccs_sheldon",0,"tole","zoo","2017-colony","2014-colony"
"ccs","six","ccs_six",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","snow","ccs_snow",0,"tole","zoo","2017-colony","2014-colony"
"ccs","son-of-ola","ccs_son-of-ola",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","sonofzaria","ccs_sonofzaria",0,"tole","zoo","2017-colony","2014-colony"
"ccs","speedster","ccs_speedster",0,"tole","zoo","2017-colony","2014-colony"
"ccs","spiderman","ccs_spiderman",NA,"tole","tole","2017-colony","2017-colony"
"ccs","ss","ccs_ss",0.1061,"tole","tole","2017-colony","2017-colony"
"ccs","sss","ccs_sss",0.1223,"tole","tole","2017-colony","2017-colony"
"ccs","streblick","ccs_streblick",0,"tole","zoo","2017-colony","2014-colony"
"ccs","tes","ccs_tes",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","thecount","ccs_thecount",0,"tole","zoo","2017-colony","2014-colony"
"ccs","tiffany","ccs_tiffany",0,"tole","lake.bayano","2017-colony","2019-colony"
"ccs","toast","ccs_toast",NA,"tole","tole","2017-colony","2019-colony"
"ccs","una","ccs_una",0,"tole","las.pavas","2017-colony","2017-colony"
"ccs","vampirella","ccs_vampirella",0,"tole","zoo","2017-colony","2014-colony"
"ccs","vampison","ccs_vampison",0,"tole","zoo","2017-colony","2014-colony"
"ccs","veronica","ccs_veronica",0,"tole","zoo","2017-colony","2014-colony"
"ccs","vixen","ccs_vixen",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","vlad","ccs_vlad",0,"tole","zoo","2017-colony","2014-colony"
"ccs","war-machine","ccs_war-machine",NA,"tole","tole","2017-colony","2017-colony"
"ccs","whimsey","ccs_whimsey",0,"tole","zoo","2017-colony","2014-colony"
"ccs","winona","ccs_winona",0,"tole","chorrera","2017-colony","2019-colony"
"ccs","zaria","ccs_zaria",0,"tole","zoo","2017-colony","2014-colony"
"ccs","zarison","ccs_zarison",0,"tole","zoo","2017-colony","2014-colony"
"ccs","zelda","ccs_zelda",0,"tole","chorrera","2017-colony","2019-colony"
"cd","alicia","alicia_cd",0,"tole","chorrera","2017-colony","2019-colony"
"cd","bat1","bat1_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bat2","bat2_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bat3","bat3_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bat4","bat4_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bat5","bat5_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bat6","bat6_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bat7","bat7_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","bella","bella_cd",0,"tole","zoo","2017-colony","2014-colony"
"cd","betty","betty_cd",NA,"tole","tole","2017-colony","2019-colony"
"cd","black-panther","black-panther_cd",NA,"tole","tole","2017-colony","2017-colony"
"cd","c","c_cd",0.1702,"tole","tole","2017-colony","2017-colony"
"cd","captain-america","captain-america_cd",NA,"tole","tole","2017-colony","2017-colony"
"cd","cat","cat_cd",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","cc","cc_cd",0.0079,"tole","tole","2017-colony","2017-colony"
"cd","ccc","ccc_cd",0.147,"tole","tole","2017-colony","2017-colony"
"cd","ccs","ccs_cd",0.3245,"tole","tole","2017-colony","2017-colony"
"cd","cerce","cd_cerce",0,"tole","zoo","2017-colony","2014-colony"
"cd","cerceson","cd_cerceson",0,"tole","zoo","2017-colony","2014-colony"
"cd","cindy","cd_cindy",NA,"tole","tole","2017-colony","2019-colony"
"cd","countess","cd_countess",0,"tole","zoo","2017-colony","2014-colony"
"cd","cs","cd_cs",0.1326,"tole","tole","2017-colony","2017-colony"
"cd","csc","cd_csc",0.2671,"tole","tole","2017-colony","2017-colony"
"cd","d","cd_d",NA,"tole","tole","2017-colony","2019-colony"
"cd","daredevil","cd_daredevil",NA,"tole","tole","2017-colony","2017-colony"
"cd","dcd","cd_dcd",0.1292,"tole","tole","2017-colony","2017-colony"
"cd","dd","cd_dd",0,"tole","tole","2017-colony","2017-colony"
"cd","ddd","cd_ddd",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","ddld","cd_ddld",0.161,"tole","tole","2017-colony","2017-colony"
"cd","desi","cd_desi",0,"tole","zoo","2017-colony","2014-colony"
"cd","dos","cd_dos",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","dr","cd_dr",0.0455,"tole","tole","2017-colony","2017-colony"
"cd","dr-strange","cd_dr-strange",NA,"tole","tole","2017-colony","2017-colony"
"cd","ds","cd_ds",0.054,"tole","tole","2017-colony","2017-colony"
"cd","esther","cd_esther",NA,"tole","tole","2017-colony","2019-colony"
"cd","eve","cd_eve",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","falcon","cd_falcon",NA,"tole","tole","2017-colony","2017-colony"
"cd","flapper","cd_flapper",0,"tole","zoo","2017-colony","2014-colony"
"cd","fran","cd_fran",NA,"tole","tole","2017-colony","2019-colony"
"cd","fuschia","cd_fuschia",0,"tole","zoo","2017-colony","2014-colony"
"cd","gayle","cd_gayle",NA,"tole","tole","2017-colony","2019-colony"
"cd","gelfing","cd_gelfing",0,"tole","zoo","2017-colony","2014-colony"
"cd","green-arrow","cd_green-arrow",NA,"tole","tole","2017-colony","2017-colony"
"cd","gremlin","cd_gremlin",0,"tole","zoo","2017-colony","2014-colony"
"cd","helsing","cd_helsing",0,"tole","zoo","2017-colony","2014-colony"
"cd","hera","cd_hera",NA,"tole","tole","2017-colony","2019-colony"
"cd","hilga","cd_hilga",0.1164,"tole","tole","2017-colony","2017-colony"
"cd","houdini","cd_houdini",0,"tole","zoo","2017-colony","2014-colony"
"cd","hulk","cd_hulk",NA,"tole","tole","2017-colony","2017-colony"
"cd","irma","cd_irma",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","iron-man","cd_iron-man",NA,"tole","tole","2017-colony","2017-colony"
"cd","ivy","cd_ivy",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","jenna-bat","cd_jenna-bat",0,"tole","gamboa","2017-colony","2017-colony"
"cd","jupiter","cd_jupiter",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","kelly","cd_kelly",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","ldc","cd_ldc",0,"tole","tole","2017-colony","2017-colony"
"cd","lds","cd_lds",0.0518,"tole","tole","2017-colony","2017-colony"
"cd","lilith","cd_lilith",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","lily","cd_lily",0,"tole","zoo","2017-colony","2014-colony"
"cd","lilyson","cd_lilyson",0,"tole","zoo","2017-colony","2014-colony"
"cd","lsd","cd_lsd",0.5,"tole","tole","2017-colony","2017-colony"
"cd","lucy","cd_lucy",0,"tole","zoo","2017-colony","2014-colony"
"cd","lucyson","cd_lucyson",0,"tole","zoo","2017-colony","2014-colony"
"cd","mabel","cd_mabel",NA,"tole","tole","2017-colony","2019-colony"
"cd","marce","cd_marce",0,"tole","zoo","2017-colony","2014-colony"
"cd","maribelo","cd_maribelo",0,"tole","zoo","2017-colony","2014-colony"
"cd","mina","cd_mina",0,"tole","zoo","2017-colony","2014-colony"
"cd","mya","cd_mya",0,"tole","zoo","2017-colony","2014-colony"
"cd","no-band","cd_no-band",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","ola","cd_ola",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","opal","cd_opal",0,"tole","chorrera","2017-colony","2019-colony"
"cd","piper","cd_piper",0,"tole","chorrera","2017-colony","2019-colony"
"cd","pixus","cd_pixus",0,"tole","zoo","2017-colony","2014-colony"
"cd","queen","cd_queen",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","r","cd_r",0.0441,"tole","tole","2017-colony","2017-colony"
"cd","rc","cd_rc",0.2448,"tole","tole","2017-colony","2017-colony"
"cd","rina","cd_rina",0,"tole","chorrera","2017-colony","2019-colony"
"cd","s","cd_s",0,"tole","tole","2017-colony","2017-colony"
"cd","sam1","cd_sam1",0,"tole","chilibre","2017-colony","2017-colony"
"cd","sam2","cd_sam2",0,"tole","chilibre","2017-colony","2017-colony"
"cd","sam5","cd_sam5",0,"tole","chilibre","2017-colony","2017-colony"
"cd","sam6","cd_sam6",0,"tole","chilibre","2017-colony","2017-colony"
"cd","sam7","cd_sam7",0,"tole","chilibre","2017-colony","2017-colony"
"cd","sc","cd_sc",0.3507,"tole","tole","2017-colony","2017-colony"
"cd","scc","cd_scc",NA,"tole","tole","2017-colony","2017-colony"
"cd","scs","cd_scs",NA,"tole","tole","2017-colony","2019-colony"
"cd","sd","cd_sd",0.0603,"tole","tole","2017-colony","2017-colony"
"cd","shania","cd_shania",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","sheldon","cd_sheldon",0,"tole","zoo","2017-colony","2014-colony"
"cd","six","cd_six",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","snow","cd_snow",0,"tole","zoo","2017-colony","2014-colony"
"cd","son-of-ola","cd_son-of-ola",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","sonofzaria","cd_sonofzaria",0,"tole","zoo","2017-colony","2014-colony"
"cd","speedster","cd_speedster",0,"tole","zoo","2017-colony","2014-colony"
"cd","spiderman","cd_spiderman",NA,"tole","tole","2017-colony","2017-colony"
"cd","ss","cd_ss",0.2268,"tole","tole","2017-colony","2017-colony"
"cd","sss","cd_sss",0.0105,"tole","tole","2017-colony","2017-colony"
"cd","streblick","cd_streblick",0,"tole","zoo","2017-colony","2014-colony"
"cd","tes","cd_tes",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","thecount","cd_thecount",0,"tole","zoo","2017-colony","2014-colony"
"cd","tiffany","cd_tiffany",0,"tole","lake.bayano","2017-colony","2019-colony"
"cd","toast","cd_toast",NA,"tole","tole","2017-colony","2019-colony"
"cd","una","cd_una",0,"tole","las.pavas","2017-colony","2017-colony"
"cd","vampirella","cd_vampirella",0,"tole","zoo","2017-colony","2014-colony"
"cd","vampison","cd_vampison",0,"tole","zoo","2017-colony","2014-colony"
"cd","veronica","cd_veronica",0,"tole","zoo","2017-colony","2014-colony"
"cd","vixen","cd_vixen",0,"tole","chorrera","2017-colony","2019-colony"
"cd","vlad","cd_vlad",0,"tole","zoo","2017-colony","2014-colony"
"cd","war-machine","cd_war-machine",NA,"tole","tole","2017-colony","2017-colony"
"cd","whimsey","cd_whimsey",0,"tole","zoo","2017-colony","2014-colony"
"cd","winona","cd_winona",0,"tole","chorrera","2017-colony","2019-colony"
"cd","zaria","cd_zaria",0,"tole","zoo","2017-colony","2014-colony"
"cd","zarison","cd_zarison",0,"tole","zoo","2017-colony","2014-colony"
"cd","zelda","cd_zelda",0,"tole","chorrera","2017-colony","2019-colony"
"cerce","alicia","alicia_cerce",0,"zoo","chorrera","2014-colony","2019-colony"
"cerce","bat1","bat1_cerce",0,"zoo","zoo","2014-colony","2014-colony"
"cerce","bat2","bat2_cerce",0.1668,"zoo","zoo","2014-colony","2014-colony"
"cerce","bat3","bat3_cerce",0.29,"zoo","zoo","2014-colony","2014-colony"
"cerce","bat4","bat4_cerce",0.0327,"zoo","zoo","2014-colony","2014-colony"
"cerce","bat5","bat5_cerce",0,"zoo","zoo","2014-colony","2014-colony"
"cerce","bat6","bat6_cerce",0,"zoo","zoo","2014-colony","2014-colony"
"cerce","bat7","bat7_cerce",0.1588,"zoo","zoo","2014-colony","2014-colony"
"cerce","bella","bella_cerce",0.5,"zoo","zoo","2014-colony","2014-colony"
"cerce","betty","betty_cerce",0,"zoo","tole","2014-colony","2019-colony"
"cerce","black-panther","black-panther_cerce",0,"zoo","tole","2014-colony","2017-colony"
"cerce","c","c_cerce",0,"zoo","tole","2014-colony","2017-colony"
"cerce","captain-america","captain-america_cerce",0,"zoo","tole","2014-colony","2017-colony"
"cerce","cat","cat_cerce",0,"zoo","las.pavas","2014-colony","2017-colony"
"cerce","cc","cc_cerce",0,"zoo","tole","2014-colony","2017-colony"
"cerce","ccc","ccc_cerce",0,"zoo","tole","2014-colony","2017-colony"
"cerce","ccs","ccs_cerce",0,"zoo","tole","2014-colony","2017-colony"
"cerce","cd","cd_cerce",0,"zoo","tole","2014-colony","2017-colony"
